SCORES_TXT_BEGIN_0 0 37 9 BLEU
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 17 9 BLEU
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 23 9 BLEU
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 23 9 BLEU
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
4 34 0 33 0 32 0 31 28 
