Hypothesis File: output_preprocessing.tgt_after_adding_sentence_id
Reference File: post_edition_after_tokenizing_lowercasing.tgt_after_adding_sentence_id
Ave-Reference File: 
            Sent Id |  Ins |  Del |  Sub | Shft | WdSh |  NumEr |  AvNumWd |      TER
(id_TEST_WMT_2908):0 |    0 |    5 |    7 |    4 |    5 |   16.0 |   38.000 |   42.105
(id_TEST_WMT_2909):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    5.000 |   20.000
(id_TEST_WMT_2910):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_2911):0 |    0 |    0 |    4 |    0 |    0 |    4.0 |   29.000 |   13.793
(id_TEST_WMT_2912):0 |    1 |    2 |    1 |    0 |    0 |    4.0 |   12.000 |   33.333
(id_TEST_WMT_2913):0 |    1 |    1 |    3 |    2 |    3 |    7.0 |   45.000 |   15.556
(id_TEST_WMT_2914):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_2915):0 |    0 |    0 |    5 |    0 |    0 |    5.0 |   10.000 |   50.000
(id_TEST_WMT_2916):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   12.000 |    0.000
(id_TEST_WMT_2917):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   17.000 |    0.000
(id_TEST_WMT_2918):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_2919):0 |    0 |    3 |    1 |    0 |    0 |    4.0 |   13.000 |   30.769
(id_TEST_WMT_2920):0 |    1 |    2 |    3 |    1 |    1 |    7.0 |   14.000 |   50.000
(id_TEST_WMT_2921):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   45.000 |    6.667
(id_TEST_WMT_2922):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   19.000 |   26.316
(id_TEST_WMT_2923):0 |    1 |    0 |    1 |    1 |    1 |    3.0 |   17.000 |   17.647
(id_TEST_WMT_2924):0 |    1 |    0 |   14 |    4 |    5 |   19.0 |   33.000 |   57.576
(id_TEST_WMT_2925):0 |    3 |    1 |    6 |    0 |    0 |   10.0 |   35.000 |   28.571
(id_TEST_WMT_2926):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_2927):0 |    3 |    0 |    5 |    0 |    0 |    8.0 |    7.000 |  114.286
(id_TEST_WMT_2928):0 |    1 |    3 |    7 |    1 |    1 |   12.0 |   56.000 |   21.429
(id_TEST_WMT_2929):0 |    0 |    0 |    5 |    0 |    0 |    5.0 |   23.000 |   21.739
(id_TEST_WMT_2930):0 |    0 |    1 |    3 |    1 |    1 |    5.0 |    6.000 |   83.333
(id_TEST_WMT_2931):0 |    0 |    2 |    2 |    1 |    1 |    5.0 |   14.000 |   35.714
(id_TEST_WMT_2932):0 |    0 |    3 |    3 |    0 |    0 |    6.0 |   27.000 |   22.222
(id_TEST_WMT_2933):0 |    0 |    2 |   12 |    2 |    2 |   16.0 |   27.000 |   59.259
(id_TEST_WMT_2934):0 |    1 |    0 |    1 |    1 |    1 |    3.0 |   10.000 |   30.000
(id_TEST_WMT_2935):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   10.000 |    0.000
(id_TEST_WMT_2936):0 |    3 |    0 |   11 |    2 |    2 |   16.0 |   64.000 |   25.000
(id_TEST_WMT_2937):0 |    1 |    3 |    4 |    1 |    1 |    9.0 |   19.000 |   47.368
(id_TEST_WMT_2938):0 |    2 |    0 |    5 |    2 |    2 |    9.0 |   41.000 |   21.951
(id_TEST_WMT_2939):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    5.000 |    0.000
(id_TEST_WMT_2940):0 |    0 |    1 |    6 |    1 |    1 |    8.0 |   13.000 |   61.538
(id_TEST_WMT_2941):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    5.000 |    0.000
(id_TEST_WMT_2942):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   10.000 |   30.000
(id_TEST_WMT_2943):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   18.000 |    5.556
(id_TEST_WMT_2944):0 |    3 |    4 |    2 |    0 |    0 |    9.0 |   53.000 |   16.981
(id_TEST_WMT_2945):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   19.000 |    0.000
(id_TEST_WMT_2946):0 |    1 |    2 |    0 |    0 |    0 |    3.0 |   11.000 |   27.273
(id_TEST_WMT_2947):0 |    1 |    5 |    1 |    0 |    0 |    7.0 |   12.000 |   58.333
(id_TEST_WMT_2948):0 |    0 |    2 |    2 |    1 |    1 |    5.0 |   46.000 |   10.870
(id_TEST_WMT_2949):0 |    2 |    1 |    4 |    2 |    2 |    9.0 |   45.000 |   20.000
(id_TEST_WMT_2950):0 |    0 |    1 |    2 |    1 |    2 |    4.0 |   20.000 |   20.000
(id_TEST_WMT_2951):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   21.000 |   23.810
(id_TEST_WMT_2952):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   24.000 |    4.167
(id_TEST_WMT_2953):0 |    1 |    1 |    4 |    0 |    0 |    6.0 |   15.000 |   40.000
(id_TEST_WMT_2954):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   10.000 |   40.000
(id_TEST_WMT_2955):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   24.000 |    0.000
(id_TEST_WMT_2956):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   22.000 |    4.545
(id_TEST_WMT_2957):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   33.000 |   18.182
(id_TEST_WMT_2958):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   11.000 |   18.182
(id_TEST_WMT_2959):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   17.000 |   11.765
(id_TEST_WMT_2960):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_2961):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    9.000 |   11.111
(id_TEST_WMT_2962):0 |    1 |    8 |    1 |    0 |    0 |   10.0 |   54.000 |   18.519
(id_TEST_WMT_2963):0 |    0 |    0 |    1 |    1 |    1 |    2.0 |   16.000 |   12.500
(id_TEST_WMT_2964):0 |    0 |    0 |    1 |    1 |    1 |    2.0 |   10.000 |   20.000
(id_TEST_WMT_2965):0 |    1 |    1 |    5 |    0 |    0 |    7.0 |   26.000 |   26.923
(id_TEST_WMT_2966):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_2967):0 |    4 |    0 |    3 |    1 |    1 |    8.0 |   22.000 |   36.364
(id_TEST_WMT_2968):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |    5.000 |   40.000
(id_TEST_WMT_2969):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   13.000 |   23.077
(id_TEST_WMT_2970):0 |    0 |    2 |    1 |    1 |    1 |    4.0 |   13.000 |   30.769
(id_TEST_WMT_2971):0 |    0 |    1 |    3 |    1 |    1 |    5.0 |   46.000 |   10.870
(id_TEST_WMT_2972):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   24.000 |   20.833
(id_TEST_WMT_2973):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_2974):0 |    3 |    0 |    4 |    0 |    0 |    7.0 |   14.000 |   50.000
(id_TEST_WMT_2975):0 |    0 |    3 |    8 |    1 |    1 |   12.0 |   25.000 |   48.000
(id_TEST_WMT_2976):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   29.000 |   10.345
(id_TEST_WMT_2977):0 |    2 |    2 |    2 |    0 |    0 |    6.0 |   46.000 |   13.043
(id_TEST_WMT_2978):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   19.000 |   10.526
(id_TEST_WMT_2979):0 |    4 |   10 |   14 |    0 |    0 |   28.0 |   76.000 |   36.842
(id_TEST_WMT_2980):0 |    1 |    5 |    1 |    2 |    3 |    9.0 |   28.000 |   32.143
(id_TEST_WMT_2981):0 |    2 |    1 |    3 |    0 |    0 |    6.0 |   15.000 |   40.000
(id_TEST_WMT_2982):0 |    0 |    1 |    2 |    1 |    1 |    4.0 |   36.000 |   11.111
(id_TEST_WMT_2983):0 |    0 |    5 |    1 |    1 |    1 |    7.0 |   20.000 |   35.000
(id_TEST_WMT_2984):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   21.000 |    9.524
(id_TEST_WMT_2985):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   11.000 |    9.091
(id_TEST_WMT_2986):0 |    0 |    1 |    1 |    2 |    2 |    4.0 |   25.000 |   16.000
(id_TEST_WMT_2987):0 |    0 |    4 |    4 |    1 |    2 |    9.0 |   40.000 |   22.500
(id_TEST_WMT_2988):0 |    1 |    3 |    5 |    6 |   14 |   15.0 |   49.000 |   30.612
(id_TEST_WMT_2989):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   18.000 |   27.778
(id_TEST_WMT_2990):0 |    0 |    1 |    3 |    0 |    0 |    4.0 |   19.000 |   21.053
(id_TEST_WMT_2991):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    8.000 |   12.500
(id_TEST_WMT_2992):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   15.000 |    0.000
(id_TEST_WMT_2993):0 |    0 |    0 |    6 |    0 |    0 |    6.0 |   32.000 |   18.750
(id_TEST_WMT_2994):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   15.000 |   13.333
(id_TEST_WMT_2995):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   15.000 |   13.333
(id_TEST_WMT_2996):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   23.000 |    0.000
(id_TEST_WMT_2997):0 |    3 |    0 |    3 |    0 |    0 |    6.0 |   24.000 |   25.000
(id_TEST_WMT_2998):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   16.000 |    0.000
(id_TEST_WMT_2999):0 |    3 |    1 |    4 |    1 |    1 |    9.0 |   15.000 |   60.000
(id_TEST_WMT_3000):0 |    1 |    3 |    4 |    0 |    0 |    8.0 |   21.000 |   38.095
(id_TEST_WMT_3001):0 |    0 |   10 |    2 |    1 |    1 |   13.0 |   34.000 |   38.235
(id_TEST_WMT_3002):0 |    0 |    0 |    8 |    1 |    1 |    9.0 |   18.000 |   50.000
(id_TEST_WMT_3003):0 |    0 |    0 |    5 |    1 |    1 |    6.0 |    8.000 |   75.000
(id_TEST_WMT_3004):0 |    0 |    4 |    3 |    0 |    0 |    7.0 |   14.000 |   50.000
(id_TEST_WMT_3005):0 |    4 |    0 |    3 |    1 |    1 |    8.0 |   25.000 |   32.000
(id_TEST_WMT_3006):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   24.000 |    8.333
(id_TEST_WMT_3007):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   32.000 |    6.250
(id_TEST_WMT_3008):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   19.000 |    0.000
(id_TEST_WMT_3009):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   14.000 |    0.000
(id_TEST_WMT_3010):0 |    0 |    6 |    2 |    2 |    2 |   10.0 |   21.000 |   47.619
(id_TEST_WMT_3011):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   13.000 |   30.769
(id_TEST_WMT_3012):0 |    0 |    3 |    4 |    0 |    0 |    7.0 |   20.000 |   35.000
(id_TEST_WMT_3013):0 |    2 |    0 |    0 |    0 |    0 |    2.0 |   15.000 |   13.333
(id_TEST_WMT_3014):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   11.000 |    9.091
(id_TEST_WMT_3015):0 |    0 |    2 |    3 |    0 |    0 |    5.0 |   12.000 |   41.667
(id_TEST_WMT_3016):0 |    0 |    2 |    4 |    0 |    0 |    6.0 |   18.000 |   33.333
(id_TEST_WMT_3017):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   13.000 |    7.692
(id_TEST_WMT_3018):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_3019):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   13.000 |   30.769
(id_TEST_WMT_3020):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   13.000 |    0.000
(id_TEST_WMT_3021):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   16.000 |    6.250
(id_TEST_WMT_3022):0 |    2 |    0 |    0 |    0 |    0 |    2.0 |   34.000 |    5.882
(id_TEST_WMT_3023):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   16.000 |   25.000
(id_TEST_WMT_3024):0 |    2 |    2 |    7 |    2 |    2 |   13.0 |   25.000 |   52.000
(id_TEST_WMT_3025):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   24.000 |   20.833
(id_TEST_WMT_3026):0 |    0 |    5 |    4 |    2 |    3 |   11.0 |   37.000 |   29.730
(id_TEST_WMT_3027):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   13.000 |    7.692
(id_TEST_WMT_3028):0 |    0 |    3 |    6 |    1 |    2 |   10.0 |   47.000 |   21.277
(id_TEST_WMT_3029):0 |    0 |    5 |    6 |    4 |    4 |   15.0 |   70.000 |   21.429
(id_TEST_WMT_3030):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   13.000 |    7.692
(id_TEST_WMT_3031):0 |    1 |    1 |    1 |    0 |    0 |    3.0 |   28.000 |   10.714
(id_TEST_WMT_3032):0 |    1 |    1 |    5 |    2 |    4 |    9.0 |   39.000 |   23.077
(id_TEST_WMT_3033):0 |    2 |    1 |    2 |    2 |    3 |    7.0 |   41.000 |   17.073
(id_TEST_WMT_3034):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   16.000 |    0.000
(id_TEST_WMT_3035):0 |    0 |    8 |    6 |    2 |    2 |   16.0 |   45.000 |   35.556
(id_TEST_WMT_3036):0 |    0 |    2 |    7 |    1 |    1 |   10.0 |   50.000 |   20.000
(id_TEST_WMT_3037):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |   31.000 |    6.452
(id_TEST_WMT_3038):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   28.000 |    0.000
(id_TEST_WMT_3039):0 |    2 |    2 |    4 |    0 |    0 |    8.0 |   37.000 |   21.622
(id_TEST_WMT_3040):0 |    0 |    0 |    0 |    1 |    1 |    1.0 |    9.000 |   11.111
(id_TEST_WMT_3041):0 |    1 |    1 |    8 |    1 |    1 |   11.0 |   33.000 |   33.333
(id_TEST_WMT_3042):0 |    0 |    2 |    6 |    2 |    3 |   10.0 |   16.000 |   62.500
(id_TEST_WMT_3043):0 |    0 |    2 |    2 |    0 |    0 |    4.0 |   13.000 |   30.769
(id_TEST_WMT_3044):0 |    0 |    0 |    5 |    1 |    1 |    6.0 |   16.000 |   37.500
(id_TEST_WMT_3045):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   10.000 |    0.000
(id_TEST_WMT_3046):0 |    1 |    1 |    3 |    1 |    2 |    6.0 |   17.000 |   35.294
(id_TEST_WMT_3047):0 |    1 |    1 |    1 |    0 |    0 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_3048):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   19.000 |    5.263
(id_TEST_WMT_3049):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   18.000 |    0.000
(id_TEST_WMT_3050):0 |    0 |    0 |    2 |    1 |    2 |    3.0 |   21.000 |   14.286
(id_TEST_WMT_3051):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   10.000 |   10.000
(id_TEST_WMT_3052):0 |    1 |    0 |    3 |    1 |    1 |    5.0 |   21.000 |   23.810
(id_TEST_WMT_3053):0 |    2 |    0 |    2 |    0 |    0 |    4.0 |   10.000 |   40.000
(id_TEST_WMT_3054):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_3055):0 |    5 |    3 |    0 |    2 |    3 |   10.0 |   25.000 |   40.000
(id_TEST_WMT_3056):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   14.000 |    7.143
(id_TEST_WMT_3057):0 |    0 |    3 |    5 |    1 |    1 |    9.0 |   40.000 |   22.500
(id_TEST_WMT_3058):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_3059):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   20.000 |   15.000
(id_TEST_WMT_3060):0 |    0 |    2 |    6 |    1 |    1 |    9.0 |   27.000 |   33.333
(id_TEST_WMT_3061):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   35.000 |   14.286
(id_TEST_WMT_3062):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   12.000 |   50.000
(id_TEST_WMT_3063):0 |    1 |    0 |   10 |    1 |    1 |   12.0 |   34.000 |   35.294
(id_TEST_WMT_3064):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |    8.000 |   25.000
(id_TEST_WMT_3065):0 |    0 |    0 |    2 |    1 |    1 |    3.0 |    5.000 |   60.000
(id_TEST_WMT_3066):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   22.000 |    9.091
(id_TEST_WMT_3067):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   14.000 |   21.429
(id_TEST_WMT_3068):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   16.000 |   18.750
(id_TEST_WMT_3069):0 |    1 |    4 |    1 |    1 |    1 |    7.0 |   26.000 |   26.923
(id_TEST_WMT_3070):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_3071):0 |    1 |    6 |    0 |    1 |    1 |    8.0 |   33.000 |   24.242
(id_TEST_WMT_3072):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   10.000 |   10.000
(id_TEST_WMT_3073):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   12.000 |    8.333
(id_TEST_WMT_3074):0 |    5 |    1 |   11 |    2 |    2 |   19.0 |   45.000 |   42.222
(id_TEST_WMT_3075):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   13.000 |    7.692
(id_TEST_WMT_3076):0 |    1 |    0 |    2 |    2 |    2 |    5.0 |   51.000 |    9.804
(id_TEST_WMT_3077):0 |    0 |    2 |    3 |    0 |    0 |    5.0 |   26.000 |   19.231
(id_TEST_WMT_3078):0 |    1 |    1 |    4 |    2 |    2 |    8.0 |   18.000 |   44.444
(id_TEST_WMT_3079):0 |    1 |    1 |    4 |    0 |    0 |    6.0 |   17.000 |   35.294
(id_TEST_WMT_3080):0 |    5 |    0 |    3 |    0 |    0 |    8.0 |   12.000 |   66.667
(id_TEST_WMT_3081):0 |    2 |    2 |    6 |    4 |    4 |   14.0 |   56.000 |   25.000
(id_TEST_WMT_3082):0 |    0 |    2 |    1 |    1 |    1 |    4.0 |   14.000 |   28.571
(id_TEST_WMT_3083):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    9.000 |   11.111
(id_TEST_WMT_3084):0 |    3 |    0 |    1 |    0 |    0 |    4.0 |   25.000 |   16.000
(id_TEST_WMT_3085):0 |    0 |    1 |    4 |    0 |    0 |    5.0 |   21.000 |   23.810
(id_TEST_WMT_3086):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    6.000 |    0.000
(id_TEST_WMT_3087):0 |    3 |    1 |    3 |    0 |    0 |    7.0 |   34.000 |   20.588
(id_TEST_WMT_3088):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   25.000 |   20.000
(id_TEST_WMT_3089):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_3090):0 |    2 |    1 |    5 |    0 |    0 |    8.0 |   21.000 |   38.095
(id_TEST_WMT_3091):0 |    1 |    2 |    4 |    0 |    0 |    7.0 |   37.000 |   18.919
(id_TEST_WMT_3092):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_3093):0 |    1 |    1 |    3 |    1 |    1 |    6.0 |    7.000 |   85.714
(id_TEST_WMT_3094):0 |    0 |    0 |    3 |    1 |    1 |    4.0 |   53.000 |    7.547
(id_TEST_WMT_3095):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_3096):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_3097):0 |    4 |    2 |    2 |    2 |    2 |   10.0 |   29.000 |   34.483
(id_TEST_WMT_3098):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   12.000 |   41.667
(id_TEST_WMT_3099):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   39.000 |    5.128
(id_TEST_WMT_3100):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   15.000 |   13.333
(id_TEST_WMT_3101):0 |    2 |    0 |    5 |    0 |    0 |    7.0 |   39.000 |   17.949
(id_TEST_WMT_3102):0 |    2 |    1 |    6 |    1 |    1 |   10.0 |   51.000 |   19.608
(id_TEST_WMT_3103):0 |    2 |    0 |    5 |    1 |    1 |    8.0 |   23.000 |   34.783
(id_TEST_WMT_3104):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_3105):0 |    2 |    0 |    0 |    0 |    0 |    2.0 |    6.000 |   33.333
(id_TEST_WMT_3106):0 |    9 |    0 |    8 |    0 |    0 |   17.0 |   35.000 |   48.571
(id_TEST_WMT_3107):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   17.000 |    5.882
(id_TEST_WMT_3108):0 |    1 |    2 |    7 |    0 |    0 |   10.0 |   38.000 |   26.316
(id_TEST_WMT_3109):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_3110):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   27.000 |   11.111
(id_TEST_WMT_3111):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |    5.000 |   80.000
(id_TEST_WMT_3112):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_3113):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   12.000 |    8.333
(id_TEST_WMT_3114):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_3115):0 |    3 |    0 |    3 |    0 |    0 |    6.0 |    8.000 |   75.000
(id_TEST_WMT_3116):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |    9.000 |   22.222
(id_TEST_WMT_3117):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   20.000 |    5.000
(id_TEST_WMT_3118):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   50.000 |    0.000
(id_TEST_WMT_3119):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |    6.000 |   50.000
(id_TEST_WMT_3120):0 |    3 |    1 |   10 |    2 |    3 |   16.0 |   26.000 |   61.538
(id_TEST_WMT_3121):0 |    5 |    0 |    0 |    1 |    1 |    6.0 |   31.000 |   19.355
(id_TEST_WMT_3122):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   53.000 |    7.547
(id_TEST_WMT_3123):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_3124):0 |    0 |    0 |    2 |    1 |    1 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_3125):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   13.000 |    0.000
(id_TEST_WMT_3126):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_3127):0 |    0 |    0 |    4 |    0 |    0 |    4.0 |   21.000 |   19.048
(id_TEST_WMT_3128):0 |    3 |    0 |    2 |    1 |    1 |    6.0 |   37.000 |   16.216
(id_TEST_WMT_3129):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_3130):0 |    0 |    1 |    6 |    2 |    2 |    9.0 |   23.000 |   39.130
(id_TEST_WMT_3131):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   19.000 |    5.263
(id_TEST_WMT_3132):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   28.000 |   17.857
(id_TEST_WMT_3133):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   14.000 |    7.143
(id_TEST_WMT_3134):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_3135):0 |    8 |    1 |    5 |    1 |    2 |   15.0 |   44.000 |   34.091
(id_TEST_WMT_3136):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_3137):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |    9.000 |   11.111
(id_TEST_WMT_3138):0 |    0 |    1 |    6 |    1 |    1 |    8.0 |   38.000 |   21.053
(id_TEST_WMT_3139):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   14.000 |    7.143
(id_TEST_WMT_3140):0 |    4 |    0 |    8 |    2 |    2 |   14.0 |   71.000 |   19.718
(id_TEST_WMT_3141):0 |    0 |    3 |    2 |    1 |    1 |    6.0 |   27.000 |   22.222
(id_TEST_WMT_3142):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   15.000 |   13.333
(id_TEST_WMT_3143):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   11.000 |    0.000
(id_TEST_WMT_3144):0 |    6 |    0 |   10 |    4 |    5 |   20.0 |   26.000 |   76.923
(id_TEST_WMT_3145):0 |    1 |    2 |    2 |    0 |    0 |    5.0 |   15.000 |   33.333
(id_TEST_WMT_3146):0 |    0 |    3 |    3 |    0 |    0 |    6.0 |   33.000 |   18.182
(id_TEST_WMT_3147):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   19.000 |   10.526
(id_TEST_WMT_3148):0 |    1 |    1 |    0 |    0 |    0 |    2.0 |   12.000 |   16.667
(id_TEST_WMT_3149):0 |    1 |    1 |    6 |    0 |    0 |    8.0 |   30.000 |   26.667
(id_TEST_WMT_3150):0 |    0 |    0 |    1 |    1 |    1 |    2.0 |   12.000 |   16.667
(id_TEST_WMT_3151):0 |    2 |    0 |    0 |    0 |    0 |    2.0 |   27.000 |    7.407
(id_TEST_WMT_3152):0 |    1 |    0 |    3 |    1 |    1 |    5.0 |   15.000 |   33.333
(id_TEST_WMT_3153):0 |    3 |    3 |    2 |    1 |    1 |    9.0 |   28.000 |   32.143
(id_TEST_WMT_3154):0 |    5 |    4 |   11 |    1 |    4 |   21.0 |   57.000 |   36.842
(id_TEST_WMT_3155):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   19.000 |    5.263
(id_TEST_WMT_3156):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |   50.000 |    4.000
(id_TEST_WMT_3157):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_3158):0 |    0 |    2 |    1 |    0 |    0 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_3159):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   10.000 |    0.000
(id_TEST_WMT_3160):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   24.000 |    4.167
(id_TEST_WMT_3161):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   52.000 |    5.769
(id_TEST_WMT_3162):0 |    1 |    1 |    0 |    0 |    0 |    2.0 |   25.000 |    8.000
(id_TEST_WMT_3163):0 |    0 |    0 |    4 |    0 |    0 |    4.0 |   14.000 |   28.571
