Hypothesis File: output_preprocessing.tgt_after_adding_sentence_id
Reference File: post_edition_after_tokenizing_lowercasing.tgt_after_adding_sentence_id
Ave-Reference File: 
            Sent Id |  Ins |  Del |  Sub | Shft | WdSh |  NumEr |  AvNumWd |      TER
(id_TEST_WMT_4936):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |    8.000 |   25.000
(id_TEST_WMT_4937):0 |    1 |    0 |    6 |    1 |    1 |    8.0 |   26.000 |   30.769
(id_TEST_WMT_4938):0 |    6 |    0 |    7 |    1 |    1 |   14.0 |   47.000 |   29.787
(id_TEST_WMT_4939):0 |    0 |    0 |    3 |    2 |    3 |    5.0 |   21.000 |   23.810
(id_TEST_WMT_4940):0 |    8 |    0 |    4 |    1 |    1 |   13.0 |   39.000 |   33.333
(id_TEST_WMT_4941):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |    8.000 |   37.500
(id_TEST_WMT_4942):0 |    0 |    0 |    1 |    2 |    6 |    3.0 |   11.000 |   27.273
(id_TEST_WMT_4943):0 |    0 |    0 |    3 |    1 |    2 |    4.0 |   26.000 |   15.385
(id_TEST_WMT_4944):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   14.000 |   14.286
(id_TEST_WMT_4945):0 |    2 |    1 |    0 |    0 |    0 |    3.0 |   13.000 |   23.077
(id_TEST_WMT_4946):0 |    1 |    3 |    1 |    0 |    0 |    5.0 |   40.000 |   12.500
(id_TEST_WMT_4947):0 |    0 |    1 |    1 |    1 |    1 |    3.0 |    7.000 |   42.857
(id_TEST_WMT_4948):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   34.000 |    2.941
(id_TEST_WMT_4949):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   14.000 |   21.429
(id_TEST_WMT_4950):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   27.000 |    7.407
(id_TEST_WMT_4951):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   16.000 |   18.750
(id_TEST_WMT_4952):0 |    2 |    2 |    1 |    1 |    2 |    6.0 |   13.000 |   46.154
(id_TEST_WMT_4953):0 |    0 |    1 |    5 |    2 |    2 |    8.0 |   29.000 |   27.586
(id_TEST_WMT_4954):0 |    0 |    1 |    3 |    0 |    0 |    4.0 |   34.000 |   11.765
(id_TEST_WMT_4955):0 |    0 |    3 |    2 |    0 |    0 |    5.0 |   36.000 |   13.889
(id_TEST_WMT_4956):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_4957):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    6.000 |    0.000
(id_TEST_WMT_4958):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   10.000 |   50.000
(id_TEST_WMT_4959):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   25.000 |   12.000
(id_TEST_WMT_4960):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   39.000 |    0.000
(id_TEST_WMT_4961):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   13.000 |   15.385
(id_TEST_WMT_4962):0 |    3 |    2 |    5 |    1 |    1 |   11.0 |   20.000 |   55.000
(id_TEST_WMT_4963):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   11.000 |    0.000
(id_TEST_WMT_4964):0 |    4 |    0 |    3 |    0 |    0 |    7.0 |   23.000 |   30.435
(id_TEST_WMT_4965):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_4966):0 |    3 |    1 |    1 |    0 |    0 |    5.0 |   15.000 |   33.333
(id_TEST_WMT_4967):0 |    4 |    0 |    3 |    0 |    0 |    7.0 |   26.000 |   26.923
(id_TEST_WMT_4968):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |    5.000 |   40.000
(id_TEST_WMT_4969):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   30.000 |   16.667
(id_TEST_WMT_4970):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   18.000 |   16.667
(id_TEST_WMT_4971):0 |    0 |    2 |    0 |    1 |    4 |    3.0 |   25.000 |   12.000
(id_TEST_WMT_4972):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |    8.000 |   25.000
(id_TEST_WMT_4973):0 |    0 |    5 |    4 |    0 |    0 |    9.0 |   34.000 |   26.471
(id_TEST_WMT_4974):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   11.000 |   45.455
(id_TEST_WMT_4975):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_4976):0 |    0 |    2 |    9 |    1 |    1 |   12.0 |   37.000 |   32.432
(id_TEST_WMT_4977):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   11.000 |   27.273
(id_TEST_WMT_4978):0 |    0 |    3 |    1 |    0 |    0 |    4.0 |   17.000 |   23.529
(id_TEST_WMT_4979):0 |    2 |    0 |    3 |    1 |    1 |    6.0 |   39.000 |   15.385
(id_TEST_WMT_4980):0 |    0 |    3 |    2 |    0 |    0 |    5.0 |   14.000 |   35.714
(id_TEST_WMT_4981):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_4982):0 |    3 |    1 |    0 |    0 |    0 |    4.0 |   18.000 |   22.222
(id_TEST_WMT_4983):0 |    0 |    2 |    1 |    0 |    0 |    3.0 |   17.000 |   17.647
(id_TEST_WMT_4984):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   14.000 |    0.000
(id_TEST_WMT_4985):0 |    0 |    1 |    2 |    1 |    1 |    4.0 |   16.000 |   25.000
(id_TEST_WMT_4986):0 |    0 |    1 |    2 |    1 |    1 |    4.0 |   26.000 |   15.385
(id_TEST_WMT_4987):0 |    0 |    3 |    2 |    0 |    0 |    5.0 |   10.000 |   50.000
(id_TEST_WMT_4988):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |   14.000 |   14.286
(id_TEST_WMT_4989):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    6.000 |    0.000
(id_TEST_WMT_4990):0 |    0 |    1 |    4 |    0 |    0 |    5.0 |    6.000 |   83.333
(id_TEST_WMT_4991):0 |    0 |    2 |    4 |    0 |    0 |    6.0 |   18.000 |   33.333
(id_TEST_WMT_4992):0 |    1 |    0 |    3 |    1 |    1 |    5.0 |   21.000 |   23.810
(id_TEST_WMT_4993):0 |    0 |    3 |    4 |    0 |    0 |    7.0 |   27.000 |   25.926
(id_TEST_WMT_4994):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |    6.000 |   50.000
(id_TEST_WMT_4995):0 |    0 |    4 |    1 |    0 |    0 |    5.0 |   29.000 |   17.241
(id_TEST_WMT_4996):0 |    1 |    2 |    0 |    1 |    1 |    4.0 |   19.000 |   21.053
(id_TEST_WMT_4997):0 |    0 |    0 |    6 |    1 |    2 |    7.0 |   51.000 |   13.725
(id_TEST_WMT_4998):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   29.000 |    0.000
(id_TEST_WMT_4999):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_5000):0 |    2 |    0 |    0 |    0 |    0 |    2.0 |   28.000 |    7.143
(id_TEST_WMT_5001):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   27.000 |    7.407
(id_TEST_WMT_5002):0 |    0 |    2 |    4 |    1 |    2 |    7.0 |   12.000 |   58.333
(id_TEST_WMT_5003):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    9.000 |   11.111
(id_TEST_WMT_5004):0 |    0 |    2 |    1 |    0 |    0 |    3.0 |   25.000 |   12.000
(id_TEST_WMT_5005):0 |    1 |    1 |    7 |    2 |    2 |   11.0 |   37.000 |   29.730
(id_TEST_WMT_5006):0 |    1 |    3 |    8 |    1 |    1 |   13.0 |   53.000 |   24.528
(id_TEST_WMT_5007):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   17.000 |   17.647
(id_TEST_WMT_5008):0 |    2 |    0 |    7 |    2 |    2 |   11.0 |   37.000 |   29.730
(id_TEST_WMT_5009):0 |    2 |    0 |    1 |    2 |    2 |    5.0 |   17.000 |   29.412
(id_TEST_WMT_5010):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   22.000 |   13.636
(id_TEST_WMT_5011):0 |    0 |    0 |    4 |    0 |    0 |    4.0 |   26.000 |   15.385
(id_TEST_WMT_5012):0 |    0 |    5 |    8 |    0 |    0 |   13.0 |   26.000 |   50.000
(id_TEST_WMT_5013):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   12.000 |    8.333
(id_TEST_WMT_5014):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   31.000 |    3.226
(id_TEST_WMT_5015):0 |    0 |    2 |    6 |    3 |    4 |   11.0 |   37.000 |   29.730
(id_TEST_WMT_5016):0 |    0 |    5 |    6 |    1 |    1 |   12.0 |   33.000 |   36.364
(id_TEST_WMT_5017):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   11.000 |    9.091
(id_TEST_WMT_5018):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_5019):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   10.000 |   60.000
(id_TEST_WMT_5020):0 |    2 |    1 |    3 |    0 |    0 |    6.0 |   27.000 |   22.222
(id_TEST_WMT_5021):0 |    4 |    0 |    5 |    2 |    3 |   11.0 |   35.000 |   31.429
(id_TEST_WMT_5022):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   11.000 |    9.091
(id_TEST_WMT_5023):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   11.000 |   18.182
(id_TEST_WMT_5024):0 |    0 |    1 |    3 |    0 |    0 |    4.0 |   32.000 |   12.500
(id_TEST_WMT_5025):0 |    0 |    2 |    2 |    0 |    0 |    4.0 |   23.000 |   17.391
(id_TEST_WMT_5026):0 |    0 |    3 |    2 |    0 |    0 |    5.0 |    9.000 |   55.556
(id_TEST_WMT_5027):0 |    0 |    3 |    3 |    1 |    1 |    7.0 |   11.000 |   63.636
(id_TEST_WMT_5028):0 |    2 |    4 |    5 |    2 |    2 |   13.0 |   24.000 |   54.167
(id_TEST_WMT_5029):0 |    0 |    2 |    2 |    0 |    0 |    4.0 |   26.000 |   15.385
(id_TEST_WMT_5030):0 |    4 |    5 |    2 |    2 |    2 |   13.0 |   56.000 |   23.214
(id_TEST_WMT_5031):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |    8.000 |   37.500
(id_TEST_WMT_5032):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   24.000 |    4.167
(id_TEST_WMT_5033):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   35.000 |    0.000
(id_TEST_WMT_5034):0 |    4 |    0 |    2 |    0 |    0 |    6.0 |   18.000 |   33.333
(id_TEST_WMT_5035):0 |    1 |    6 |    4 |    1 |    1 |   12.0 |   35.000 |   34.286
(id_TEST_WMT_5036):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   27.000 |    0.000
(id_TEST_WMT_5037):0 |    2 |    2 |    3 |    1 |    1 |    8.0 |   21.000 |   38.095
(id_TEST_WMT_5038):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |   24.000 |    8.333
(id_TEST_WMT_5039):0 |    0 |    1 |    3 |    2 |    2 |    6.0 |   32.000 |   18.750
(id_TEST_WMT_5040):0 |    0 |    3 |    2 |    0 |    0 |    5.0 |   18.000 |   27.778
(id_TEST_WMT_5041):0 |    1 |    1 |    1 |    0 |    0 |    3.0 |   14.000 |   21.429
(id_TEST_WMT_5042):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   10.000 |   10.000
(id_TEST_WMT_5043):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |    6.000 |   16.667
(id_TEST_WMT_5044):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   32.000 |    9.375
(id_TEST_WMT_5045):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   20.000 |   10.000
(id_TEST_WMT_5046):0 |    1 |    1 |   12 |    1 |    1 |   15.0 |   79.000 |   18.987
(id_TEST_WMT_5047):0 |    0 |    0 |    6 |    1 |    1 |    7.0 |   34.000 |   20.588
(id_TEST_WMT_5048):0 |    9 |    4 |    3 |    0 |    0 |   16.0 |   42.000 |   38.095
(id_TEST_WMT_5049):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |   27.000 |   14.815
(id_TEST_WMT_5050):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   37.000 |    0.000
(id_TEST_WMT_5051):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   49.000 |    6.122
(id_TEST_WMT_5052):0 |    3 |    4 |   13 |    3 |    5 |   23.0 |   67.000 |   34.328
(id_TEST_WMT_5053):0 |    0 |    2 |    2 |    0 |    0 |    4.0 |    6.000 |   66.667
(id_TEST_WMT_5054):0 |    3 |    1 |    3 |    0 |    0 |    7.0 |   30.000 |   23.333
(id_TEST_WMT_5055):0 |    0 |    1 |    0 |    1 |    1 |    2.0 |   10.000 |   20.000
(id_TEST_WMT_5056):0 |   19 |    0 |    1 |    0 |    0 |   20.0 |   15.000 |  133.333
(id_TEST_WMT_5057):0 |    0 |   12 |    9 |    2 |    2 |   23.0 |   38.000 |   60.526
(id_TEST_WMT_5058):0 |    4 |    1 |    7 |    0 |    0 |   12.0 |   28.000 |   42.857
(id_TEST_WMT_5059):0 |   25 |    0 |    4 |    0 |    0 |   29.0 |   25.000 |  116.000
(id_TEST_WMT_5060):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   33.000 |    9.091
(id_TEST_WMT_5061):0 |    0 |    2 |    0 |    1 |    2 |    3.0 |   25.000 |   12.000
(id_TEST_WMT_5062):0 |    0 |    0 |    0 |    1 |    1 |    1.0 |   16.000 |    6.250
(id_TEST_WMT_5063):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   27.000 |    0.000
(id_TEST_WMT_5064):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |   13.000 |   15.385
(id_TEST_WMT_5065):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    6.000 |    0.000
(id_TEST_WMT_5066):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   28.000 |    7.143
(id_TEST_WMT_5067):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_5068):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   43.000 |    4.651
(id_TEST_WMT_5069):0 |    3 |    0 |    2 |    0 |    0 |    5.0 |   11.000 |   45.455
(id_TEST_WMT_5070):0 |    0 |    0 |    0 |    1 |    1 |    1.0 |   51.000 |    1.961
(id_TEST_WMT_5071):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_5072):0 |    0 |    1 |    7 |    0 |    0 |    8.0 |   11.000 |   72.727
(id_TEST_WMT_5073):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   12.000 |   16.667
(id_TEST_WMT_5074):0 |    1 |    0 |    0 |    1 |    1 |    2.0 |   50.000 |    4.000
(id_TEST_WMT_5075):0 |    2 |    5 |    8 |    1 |    1 |   16.0 |   23.000 |   69.565
(id_TEST_WMT_5076):0 |    0 |    0 |    3 |    1 |    1 |    4.0 |   43.000 |    9.302
(id_TEST_WMT_5077):0 |    3 |    2 |    7 |    1 |    2 |   13.0 |   25.000 |   52.000
(id_TEST_WMT_5078):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   14.000 |    0.000
(id_TEST_WMT_5079):0 |    2 |    1 |    2 |    0 |    0 |    5.0 |   36.000 |   13.889
(id_TEST_WMT_5080):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |   51.000 |    7.843
(id_TEST_WMT_5081):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |    5.000 |   60.000
(id_TEST_WMT_5082):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   14.000 |   14.286
(id_TEST_WMT_5083):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |   17.000 |   23.529
(id_TEST_WMT_5084):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |    6.000 |   50.000
(id_TEST_WMT_5085):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |   19.000 |   21.053
(id_TEST_WMT_5086):0 |    6 |    0 |    8 |    1 |    1 |   15.0 |   27.000 |   55.556
(id_TEST_WMT_5087):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   22.000 |    0.000
(id_TEST_WMT_5088):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   10.000 |   30.000
(id_TEST_WMT_5089):0 |    1 |    1 |    4 |    1 |    1 |    7.0 |   38.000 |   18.421
(id_TEST_WMT_5090):0 |    2 |    1 |    4 |    0 |    0 |    7.0 |   15.000 |   46.667
(id_TEST_WMT_5091):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |    8.000 |   50.000
(id_TEST_WMT_5092):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |   24.000 |   16.667
(id_TEST_WMT_5093):0 |    0 |    2 |    5 |    1 |    1 |    8.0 |   24.000 |   33.333
(id_TEST_WMT_5094):0 |    1 |    3 |    2 |    2 |    2 |    8.0 |   16.000 |   50.000
(id_TEST_WMT_5095):0 |   15 |    0 |    4 |    0 |    0 |   19.0 |   15.000 |  126.667
(id_TEST_WMT_5096):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   16.000 |    0.000
(id_TEST_WMT_5097):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   34.000 |    8.824
(id_TEST_WMT_5098):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   31.000 |    6.452
(id_TEST_WMT_5099):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    8.000 |   12.500
(id_TEST_WMT_5100):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   26.000 |   11.538
(id_TEST_WMT_5101):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   20.000 |    5.000
(id_TEST_WMT_5102):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |    7.000 |   28.571
(id_TEST_WMT_5103):0 |    0 |    3 |    3 |    0 |    0 |    6.0 |   24.000 |   25.000
(id_TEST_WMT_5104):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   19.000 |   10.526
(id_TEST_WMT_5105):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_5106):0 |    3 |    0 |    7 |    1 |    1 |   11.0 |   13.000 |   84.615
(id_TEST_WMT_5107):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   12.000 |   16.667
(id_TEST_WMT_5108):0 |    0 |    0 |    3 |    2 |    2 |    5.0 |   11.000 |   45.455
(id_TEST_WMT_5109):0 |    1 |    3 |    1 |    0 |    0 |    5.0 |    9.000 |   55.556
(id_TEST_WMT_5110):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   14.000 |   42.857
(id_TEST_WMT_5111):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   14.000 |   14.286
(id_TEST_WMT_5112):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   31.000 |    9.677
(id_TEST_WMT_5113):0 |    0 |    2 |    7 |    1 |    1 |   10.0 |   28.000 |   35.714
(id_TEST_WMT_5114):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   13.000 |   15.385
(id_TEST_WMT_5115):0 |    0 |    0 |    2 |    1 |    2 |    3.0 |    5.000 |   60.000
(id_TEST_WMT_5116):0 |    3 |    1 |   15 |    3 |    4 |   22.0 |   31.000 |   70.968
(id_TEST_WMT_5117):0 |    2 |    1 |    4 |    0 |    0 |    7.0 |   22.000 |   31.818
(id_TEST_WMT_5118):0 |    0 |    4 |   10 |    5 |   11 |   19.0 |   28.000 |   67.857
(id_TEST_WMT_5119):0 |    2 |    0 |    1 |    1 |    1 |    4.0 |   37.000 |   10.811
(id_TEST_WMT_5120):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |    8.000 |   25.000
(id_TEST_WMT_5121):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   25.000 |    4.000
(id_TEST_WMT_5122):0 |    2 |    1 |    5 |    2 |    2 |   10.0 |   25.000 |   40.000
(id_TEST_WMT_5123):0 |    0 |    3 |   10 |    4 |    6 |   17.0 |   53.000 |   32.075
(id_TEST_WMT_5124):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_5125):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    4.000 |    0.000
(id_TEST_WMT_5126):0 |    2 |    3 |    4 |    0 |    0 |    9.0 |   22.000 |   40.909
(id_TEST_WMT_5127):0 |    0 |    2 |    2 |    0 |    0 |    4.0 |   17.000 |   23.529
(id_TEST_WMT_5128):0 |    1 |    1 |    8 |    1 |    1 |   11.0 |   56.000 |   19.643
(id_TEST_WMT_5129):0 |    2 |    0 |    3 |    1 |    2 |    6.0 |   15.000 |   40.000
(id_TEST_WMT_5130):0 |    3 |    4 |    7 |    1 |    1 |   15.0 |   37.000 |   40.541
(id_TEST_WMT_5131):0 |    1 |    1 |    1 |    0 |    0 |    3.0 |   19.000 |   15.789
(id_TEST_WMT_5132):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   13.000 |   30.769
(id_TEST_WMT_5133):0 |    2 |    0 |    5 |    1 |    1 |    8.0 |   24.000 |   33.333
(id_TEST_WMT_5134):0 |    0 |    1 |    3 |    0 |    0 |    4.0 |    8.000 |   50.000
(id_TEST_WMT_5135):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   21.000 |    9.524
(id_TEST_WMT_5136):0 |    0 |    1 |   11 |    1 |    1 |   13.0 |   21.000 |   61.905
(id_TEST_WMT_5137):0 |    3 |    0 |    2 |    0 |    0 |    5.0 |   21.000 |   23.810
(id_TEST_WMT_5138):0 |    1 |    3 |    4 |    2 |    2 |   10.0 |   45.000 |   22.222
(id_TEST_WMT_5139):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   11.000 |    0.000
(id_TEST_WMT_5140):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   18.000 |    5.556
(id_TEST_WMT_5141):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   42.000 |    4.762
(id_TEST_WMT_5142):0 |    1 |    3 |    1 |    1 |    1 |    6.0 |   15.000 |   40.000
(id_TEST_WMT_5143):0 |    0 |    4 |    2 |    0 |    0 |    6.0 |   35.000 |   17.143
(id_TEST_WMT_5144):0 |    0 |    3 |    1 |    0 |    0 |    4.0 |   16.000 |   25.000
(id_TEST_WMT_5145):0 |    2 |    1 |    1 |    1 |    1 |    5.0 |   17.000 |   29.412
(id_TEST_WMT_5146):0 |    2 |    3 |    4 |    2 |    3 |   11.0 |   68.000 |   16.176
(id_TEST_WMT_5147):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |   27.000 |    7.407
(id_TEST_WMT_5148):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |    9.000 |   22.222
(id_TEST_WMT_5149):0 |    0 |    2 |    3 |    0 |    0 |    5.0 |   32.000 |   15.625
(id_TEST_WMT_5150):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |    5.000 |   40.000
(id_TEST_WMT_5151):0 |    5 |    2 |    4 |    0 |    0 |   11.0 |   45.000 |   24.444
(id_TEST_WMT_5152):0 |    0 |    1 |    3 |    0 |    0 |    4.0 |   10.000 |   40.000
(id_TEST_WMT_5153):0 |    2 |    0 |    2 |    0 |    0 |    4.0 |   11.000 |   36.364
(id_TEST_WMT_5154):0 |    4 |    0 |    5 |    2 |    2 |   11.0 |   29.000 |   37.931
(id_TEST_WMT_5155):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   11.000 |    0.000
(id_TEST_WMT_5156):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    5.000 |    0.000
(id_TEST_WMT_5157):0 |    5 |    0 |   21 |    2 |    2 |   28.0 |   87.000 |   32.184
(id_TEST_WMT_5158):0 |    0 |    1 |   10 |    1 |    5 |   12.0 |   32.000 |   37.500
(id_TEST_WMT_5159):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   12.000 |    0.000
(id_TEST_WMT_5160):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_5161):0 |    3 |    1 |    8 |    1 |    1 |   13.0 |   31.000 |   41.935
(id_TEST_WMT_5162):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   20.000 |   20.000
(id_TEST_WMT_5163):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_5164):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_5165):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   15.000 |    6.667
(id_TEST_WMT_5166):0 |    0 |    1 |    4 |    1 |    1 |    6.0 |   19.000 |   31.579
(id_TEST_WMT_5167):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   17.000 |    0.000
(id_TEST_WMT_5168):0 |    5 |    0 |    3 |    0 |    0 |    8.0 |   11.000 |   72.727
(id_TEST_WMT_5169):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |    7.000 |   42.857
(id_TEST_WMT_5170):0 |    1 |    2 |    4 |    1 |    1 |    8.0 |   18.000 |   44.444
(id_TEST_WMT_5171):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   16.000 |    0.000
(id_TEST_WMT_5172):0 |    0 |    0 |    3 |    1 |    1 |    4.0 |   27.000 |   14.815
(id_TEST_WMT_5173):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   20.000 |   10.000
(id_TEST_WMT_5174):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |   26.000 |   15.385
(id_TEST_WMT_5175):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   11.000 |    9.091
(id_TEST_WMT_5176):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   50.000 |    2.000
(id_TEST_WMT_5177):0 |    0 |    2 |    1 |    1 |    1 |    4.0 |   14.000 |   28.571
(id_TEST_WMT_5178):0 |    0 |    2 |    3 |    1 |    3 |    6.0 |   14.000 |   42.857
(id_TEST_WMT_5179):0 |    0 |    2 |    1 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_5180):0 |    1 |    1 |    6 |    0 |    0 |    8.0 |   29.000 |   27.586
(id_TEST_WMT_5181):0 |    1 |    1 |    1 |    0 |    0 |    3.0 |   11.000 |   27.273
(id_TEST_WMT_5182):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   23.000 |    0.000
(id_TEST_WMT_5183):0 |    0 |    1 |    3 |    0 |    0 |    4.0 |   11.000 |   36.364
(id_TEST_WMT_5184):0 |    4 |    2 |    5 |    2 |    2 |   13.0 |   34.000 |   38.235
(id_TEST_WMT_5185):0 |    0 |    0 |   10 |    4 |    4 |   14.0 |   34.000 |   41.176
(id_TEST_WMT_5186):0 |    1 |    3 |    2 |    0 |    0 |    6.0 |   28.000 |   21.429
(id_TEST_WMT_5187):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   13.000 |   23.077
(id_TEST_WMT_5188):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   16.000 |    0.000
(id_TEST_WMT_5189):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |    6.000 |   50.000
(id_TEST_WMT_5190):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_5191):0 |    1 |    1 |    3 |    1 |    1 |    6.0 |   20.000 |   30.000
