FEATURES_TXT_BEGIN_0 0 37 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-4 -159.717 -18 18 0 0 0 0 
-10 -159.717 -18 18 0 0 0 0 
-6 -159.224 -18 18 0 0 0 0 
-14 -154.689 -18 18 0 0 0 0 
-20 -153.516 -18 18 0 0 0 0 
-6 -159.717 -18 18 0 0 0 0 
-10 -157.34 -18 18 0 0 0 0 
-16 -155.893 -18 18 0 0 0 0 
-16 -154.12 -18 18 0 0 0 0 
-18 -154.689 -18 18 0 0 0 0 
-16 -154.196 -18 18 0 0 0 0 
-14 -155.58 -18 18 0 0 0 0 
-14 -157.067 -18 18 0 0 0 0 
-12 -156.847 -18 18 0 0 0 0 
-8 -159.438 -18 18 0 0 0 0 
-10 -159.438 -18 18 0 0 0 0 
-12 -157.067 -18 18 0 0 0 0 
-14 -157.033 -18 18 0 0 0 0 
-16 -154.689 -18 18 0 0 0 0 
-12 -158.054 -18 18 0 0 0 0 
-16 -155.65 -18 18 0 0 0 0 
-14 -155.893 -18 18 0 0 0 0 
-10 -159.224 -18 18 0 0 0 0 
-18 -153.627 -18 18 0 0 0 0 
-8 -159.717 -18 18 0 0 0 0 
-16 -155.58 -18 18 0 0 0 0 
-10 -159.148 -18 18 0 0 0 0 
-10 -159.006 -18 18 0 0 0 0 
-16 -155.4 -18 18 0 0 0 0 
-18 -154.196 -18 18 0 0 0 0 
-14 -156.574 -18 18 0 0 0 0 
-10 -158.945 -18 18 0 0 0 0 
-18 -154.12 -18 18 0 0 0 0 
-16 -155.087 -18 18 0 0 0 0 
-10 -158.547 -18 18 0 0 0 0 
-14 -156.143 -18 18 0 0 0 0 
-12 -157.34 -18 18 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 17 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
0 -138.229 -15 15 0 0 0 0 
-4 -137.273 -15 15 0 0 0 0 
-4 -138.229 -15 15 0 0 0 0 
-8 -138.229 -15 15 0 0 0 0 
-12 -135.382 -15 15 0 0 0 0 
-8 -137.607 -15 15 0 0 0 0 
-8 -137.577 -15 15 0 0 0 0 
-10 -136.338 -15 15 0 0 0 0 
-6 -138.563 -15 15 0 0 0 0 
-8 -137.273 -15 15 0 0 0 0 
-8 -137.244 -15 15 0 0 0 0 
-4 -138.563 -15 15 0 0 0 0 
-6 -138.259 -15 15 0 0 0 0 
-4 -138.593 -15 15 0 0 0 0 
-8 -136.338 -15 15 0 0 0 0 
-6 -137.938 -15 15 0 0 0 0 
-6 -138.229 -15 15 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 2 23 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-4 -85.1926 -15 15 0 0 0 0 
-6 -85.1926 -15 15 0 0 0 0 
-12 -85.1926 -15 15 0 0 0 0 
-10 -83.4442 -15 15 0 0 0 0 
-16 -82.7203 -15 15 0 0 0 0 
-10 -83.4971 -15 15 0 0 0 0 
-8 -85.1926 -15 15 0 0 0 0 
-12 -85.0752 -15 15 0 0 0 0 
-18 -81.4363 -15 15 0 0 0 0 
-12 -84.7628 -15 15 0 0 0 0 
-12 -84.7282 -15 15 0 0 0 0 
-14 -83.4971 -15 15 0 0 0 0 
-8 -85.3173 -15 15 0 0 0 0 
-8 -85.6298 -15 15 0 0 0 0 
-12 -83.4442 -15 15 0 0 0 0 
-14 -83.4442 -15 15 0 0 0 0 
-10 -85.6298 -15 15 0 0 0 0 
-10 -85.3173 -15 15 0 0 0 0 
-12 -83.4971 -15 15 0 0 0 0 
0 -91.3113 -15 15 0 0 0 0 
-16 -81.4363 -15 15 0 0 0 0 
-10 -85.1926 -15 15 0 0 0 0 
-10 -85.0752 -15 15 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 3 23 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-10 -281.536 -34 34 0 0 0 0 
-4 -285.754 -34 34 0 0 0 0 
-14 -280.834 -34 34 0 0 0 0 
-18 -278.662 -34 34 0 0 0 0 
-14 -281.339 -34 34 0 0 0 0 
-22 -277.961 -34 34 0 0 0 0 
-16 -280.224 -34 34 0 0 0 0 
-8 -285.053 -34 34 0 0 0 0 
-14 -281.536 -34 34 0 0 0 0 
-16 -281.536 -34 34 0 0 0 0 
-16 -281.52 -34 34 0 0 0 0 
-10 -285.053 -34 34 0 0 0 0 
-10 -284.904 -34 34 0 0 0 0 
-16 -281.106 -34 34 0 0 0 0 
-26 -275.088 -34 34 0 0 0 0 
-20 -278.662 -34 34 0 0 0 0 
-8 -285.811 -34 34 0 0 0 0 
-8 -285.754 -34 34 0 0 0 0 
-10 -284.443 -34 34 0 0 0 0 
-16 -280.834 -34 34 0 0 0 0 
-16 -280.685 -34 34 0 0 0 0 
-12 -282.88 -34 34 0 0 0 0 
-14 -281.593 -34 34 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 4 20 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-4 -146.186 -17 17 0 0 0 0 
0 -149.089 -17 17 0 0 0 0 
-8 -144.601 -17 17 0 0 0 0 
-6 -145.992 -17 17 0 0 0 0 
-6 -146.186 -17 17 0 0 0 0 
-4 -147.505 -17 17 0 0 0 0 
-8 -147.505 -17 17 0 0 0 0 
-10 -144.601 -17 17 0 0 0 0 
-8 -146.186 -17 17 0 0 0 0 
-16 -142.591 -17 17 0 0 0 0 
-10 -146.186 -17 17 0 0 0 0 
-16 -142.397 -17 17 0 0 0 0 
-10 -145.992 -17 17 0 0 0 0 
-12 -144.706 -17 17 0 0 0 0 
-18 -141.006 -17 17 0 0 0 0 
-12 -144.601 -17 17 0 0 0 0 
-10 -145.494 -17 17 0 0 0 0 
-4 -149.089 -17 17 0 0 0 0 
-16 -141.802 -17 17 0 0 0 0 
-14 -142.591 -17 17 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 5 4 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-16 -128.362 -18 18 0 0 0 0 
-20 -128.362 -18 18 0 0 0 0 
0 -139.551 -18 18 0 0 0 0 
-18 -128.362 -18 18 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 6 7 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
0 -297.146 -32 32 0 0 0 0 
-6 -294.687 -32 32 0 0 0 0 
-8 -294.687 -32 32 0 0 0 0 
-12 -294.687 -32 32 0 0 0 0 
-4 -297.146 -32 32 0 0 0 0 
-6 -297.146 -32 32 0 0 0 0 
-10 -294.687 -32 32 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 7 14 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-12 -219.215 -25 25 0 0 0 0 
-8 -223.084 -25 25 0 0 0 0 
-16 -219.215 -25 25 0 0 0 0 
-20 -219.215 -25 25 0 0 0 0 
-4 -228.681 -25 25 0 0 0 0 
-12 -223.844 -25 25 0 0 0 0 
-10 -224.812 -25 25 0 0 0 0 
-18 -219.975 -25 25 0 0 0 0 
-16 -220.95 -25 25 0 0 0 0 
-18 -219.545 -25 25 0 0 0 0 
-12 -223.084 -25 25 0 0 0 0 
-18 -219.215 -25 25 0 0 0 0 
-8 -224.812 -25 25 0 0 0 0 
-16 -219.975 -25 25 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 8 68 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-4 -63.6273 -6 6 0 0 0 0 
-10 -60.0532 -6 6 0 0 0 0 
-16 -68.7942 -6 6 0 0 0 0 
0 -66.7872 -6 6 0 0 0 0 
-6 -63.2132 -6 6 0 0 0 0 
-8 -62.0602 -6 6 0 0 0 0 
-4 -65.2202 -6 6 0 0 0 0 
-8 -63.2132 -6 6 0 0 0 0 
-10 -62.0602 -6 6 0 0 0 0 
-8 -73.5465 -6 6 0 0 0 0 
-8 -63.6273 -6 6 0 0 0 0 
-8 -64.0267 -6 6 0 0 0 0 
-10 -63.2132 -6 6 0 0 0 0 
-6 -65.6342 -6 6 0 0 0 0 
-8 -64.4408 -6 6 0 0 0 0 
-12 -62.0602 -6 6 0 0 0 0 
-10 -63.6273 -6 6 0 0 0 0 
-4 -67.6008 -6 6 0 0 0 0 
-14 -69.9264 -6 6 0 0 0 0 
-8 -65.2202 -6 6 0 0 0 0 
-10 -64.0267 -6 6 0 0 0 0 
-9 -72.8602 -6 6 0 0 0 0 
-6 -66.7872 -6 6 0 0 0 0 
-12 -63.2132 -6 6 0 0 0 0 
-8 -65.6342 -6 6 0 0 0 0 
-10 -64.4408 -6 6 0 0 0 0 
-11 -71.3166 -6 6 0 0 0 0 
-6 -67.6008 -6 6 0 0 0 0 
-7 -73.5465 -6 6 0 0 0 0 
-10 -65.2202 -6 6 0 0 0 0 
-12 -64.0267 -6 6 0 0 0 0 
-8 -66.7872 -6 6 0 0 0 0 
-10 -65.6342 -6 6 0 0 0 0 
-12 -64.4408 -6 6 0 0 0 0 
-14 -63.6273 -6 6 0 0 0 0 
-6 -68.7942 -6 6 0 0 0 0 
-12 -65.2201 -6 6 0 0 0 0 
-10 -71.5284 -6 6 0 0 0 0 
-14 -64.0267 -6 6 0 0 0 0 
-7 -73.3236 -6 6 0 0 0 0 
-8 -67.9194 -6 6 0 0 0 0 
-10 -66.7872 -6 6 0 0 0 0 
-12 -65.6342 -6 6 0 0 0 0 
-16 -67.9194 -6 6 0 0 0 0 
-9 -72.0029 -6 6 0 0 0 0 
-14 -64.4408 -6 6 0 0 0 0 
-16 -67.6008 -6 6 0 0 0 0 
-8 -68.7942 -6 6 0 0 0 0 
-14 -68.7942 -6 6 0 0 0 0 
-12 -69.9264 -6 6 0 0 0 0 
-7 -72.8602 -6 6 0 0 0 0 
-14 -65.2201 -6 6 0 0 0 0 
-9 -71.3166 -6 6 0 0 0 0 
-3 -74.8907 -6 6 0 0 0 0 
-10 -67.9194 -6 6 0 0 0 0 
-12 -66.7872 -6 6 0 0 0 0 
-14 -65.6342 -6 6 0 0 0 0 
-16 -66.7872 -6 6 0 0 0 0 
-10 -68.7942 -6 6 0 0 0 0 
-12 -67.6008 -6 6 0 0 0 0 
-12 -67.6007 -6 6 0 0 0 0 
-12 -67.9194 -6 6 0 0 0 0 
-10 -69.9264 -6 6 0 0 0 0 
-8 -71.5284 -6 6 0 0 0 0 
-12 -68.7942 -6 6 0 0 0 0 
-14 -67.9194 -6 6 0 0 0 0 
-14 -67.6007 -6 6 0 0 0 0 
-14 -67.6008 -6 6 0 0 0 0 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 9 6 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-16 -122.856 -17 17 0 0 0 0 
-18 -122.856 -17 17 0 0 0 0 
-22 -122.856 -17 17 0 0 0 0 
-20 -123.616 -17 17 0 0 0 0 
-22 -121.907 -17 17 0 0 0 0 
-20 -122.856 -17 17 0 0 0 0 
FEATURES_TXT_END_0
