SCORES_TXT_BEGIN_0 0 56 9 BLEU
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
3 18 0 17 0 16 0 15 18 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 32 9 BLEU
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
1 15 0 14 0 13 0 12 10 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 59 9 BLEU
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
1 15 0 14 0 13 0 12 14 
